Ticker,EventDate,EventType,Headline,Sentiment,NewsCount,CAR_Minus5_Plus5
AAPL,2022-05-26,Strong Positive,"Newport plant critical to easing microchip shortage, says boss",0.351828064625348,3,-0.017417505388262096
AAPL,2022-05-27,Strong Negative,Apple can't dodge rival app store Cydia's antitrust lawsuit,-0.319839882513698,4,0.0037625068639850047
AAPL,2022-05-31,Strong Negative,"Apple Inc. stock falls Tuesday, underperforms market",-1.0,1,0.007867569000776203
AAPL,2022-06-06,Strong Positive,WWDC22 highlights,0.4,5,-0.0024721041851287
AAPL,2022-06-09,Strong Negative,"Dow dives 800 points, S&P 500 posts worst week since January after inflation hits 40-year high",-0.5039513064764679,2,-0.013726876457048799
AAPL,2022-06-10,Strong Negative,"Palo Alto Networks Appoints Channel Leader for EMEA, LATAM",-0.4815053896083248,4,-0.0037787644104555988
AAPL,2022-06-13,Strong Positive,Grassroots mojo and 4 other reasons Starbucks workers have been so successful unionizing,1.0,2,0.016288335962611707
AAPL,2022-06-30,Strong Negative,Apple hikes Japan price of iPhone by nearly a fifth,-0.2849844080552535,4,0.032056115782799904
AMD,2022-01-04,Strong Positive,AMD Presents Latest High-Performance Computing Technologies in 2022 Product Premiere Livestream,0.3333333333333333,3,-0.0675981780399391
AMD,2022-01-07,Strong Positive,"CES 2022: HP shows off Elite Dragonfly G3, Dragonfly Chromebook and lots more new hardware",1.0,1,-0.0018512328961376966
AMD,2022-01-10,Strong Positive,Hesai Technology showcased new automotive-grade hybrid solid-state Lidar AT128,0.6615897445178929,3,-0.010752751305978199
AMD,2022-01-11,Strong Positive,Stellar December gives TSMC record year,0.5649056697962577,2,-0.06194298872254159
AMD,2022-01-26,Strong Positive,Intel scores major win as court scraps $1.2 bln EU antitrust fine,0.5306797229598483,2,-0.05695404985126237
AMD,2022-02-01,Strong Negative,Infographic: Highlights of Advanced Micro Devices’ (AMD) Q4 results,-0.4856652328727808,2,0.08752230646593791
AMD,2022-02-02,Strong Positive,AMD's stellar report fuels chip stock rally,0.6364861888861874,2,0.1255193993258872
AMD,2022-02-04,Strong Positive,Texas Instruments plans to invest billions in semiconductor chips to combat shortage,0.3457121860914828,3,0.09187563632376101
AMD,2022-02-16,Strong Positive,AMD Radeon ProRender for Rhino,0.2736785821711756,3,-0.030072768431942003
AMD,2022-02-17,Strong Positive,Inside Pat Gelsinger’s audacious $43.5B plan to revive Intel,1.0,1,-0.022257058175865832
AMD,2022-02-18,Strong Negative,The Processor Chip Industry Is Another Ugly Capitalist Oligopoly,-0.3110564372910507,3,0.024258657651962796
AMD,2022-02-22,Strong Negative,"AMD CPU Shipments in Japan Sink to 25% of Total, Intel Achieves 74%",-0.5829635886772148,2,0.03084775310520499
AMD,2022-02-28,Strong Negative,"Semiconductor sales to Russia banned, but that shouldn’t hurt Intel, AMD and other chip makers",-0.5135883316181195,2,-0.01689937048369801
AMD,2022-03-03,Strong Negative,Nvidia hackers allegedly attempting to blackmail company into open-sourcing GPU drivers,-0.5049948900959873,2,-0.02622555632940051
AMD,2022-03-07,Strong Negative,EPAM Shares Continue to Fall on Ukraine Crisis & Russia Exit,-1.0,1,-0.07768515394742372
AMD,2022-03-08,Strong Positive,AMD Radeon™ PRO W6600X GPU for Mac Pro Unleashes New Creative Possibilities for Design and Content Creation Professionals,0.3769649340500367,5,-0.05566496941160784
AMD,2022-03-11,Strong Positive,"Micron CEO says chip shortage improving, but could last into 2023",1.0,1,-0.007673131350360102
AMD,2022-03-15,Strong Positive,"AMD Launches the Ultimate Gaming Processor, Brings Enthusiast Performance to an Expanded Lineup of Ryzen Desktop Processors",1.0,2,0.018173876252465984
AMD,2022-03-17,Strong Positive,Introducing AMD Software: Adrenalin Edition 2022 Release and AMD FidelityFX Super Resolution 2.0 – Delivering High-Performance and Visually Stunning Gaming Experiences,1.0,1,0.01483107491556419
AMD,2022-03-18,Strong Negative,When the world runs low on neon gas,-0.3390736367470769,3,0.03875795325872089
AMD,2022-03-21,Strong Positive,3rd Gen AMD EPYC Processors with AMD 3D V-Cache Technology Deliver Outstanding Leadership Performance in Technical Computing Workloads,1.0,1,0.027693541944754187
AMD,2022-03-22,Strong Positive,"Keynote Wrap-Up: Turning Data Centers into ‘AI Factories,’ NVIDIA CEO Intros Hopper Architecture, H100 GPU, New Supercomputers, Software",0.3069545892600414,3,0.03570684175218869
AMD,2022-03-23,Strong Positive,10 Servers With AMD EPYC Milan-X New Server CPUs,0.2893762832163949,3,-0.0236632912261042
AMD,2022-03-24,Strong Negative,"Possible Nvidia, Intel GPU Alliance Could Frustrate Rivals AMD, TSMC",-0.5248658241318884,2,-0.1122998169756971
AMD,2022-04-05,Strong Positive,"AMD Stock Up 2%, Advanced Micro Devices Acquires Pensando for $2B",0.4216388427194356,3,-0.15654117675910348
AMD,2022-04-06,Strong Negative,AMD CEO Lisa Su says chipmaker is 'doubling down on data centers' with $1.9B Pensando deal,-0.2304898149281794,2,-0.15676536688080658
AMD,2022-04-11,Strong Positive,SK hynix Accelerates DRAM Design with Cadence Spectre FX Simulator,1.0,1,-0.0630156263198282
AMD,2022-04-12,Strong Negative,"The end of one-chip wonders: Why Nvidia, Intel and AMD's valuations have experienced massive upheaval",-0.1582854565916298,3,-0.0794928527871084
AMD,2022-04-19,Strong Positive,Synopsys Introduces Industry's Highest Performance Neural Processor IP,0.5110791336561181,2,-0.06986650460579048
AMD,2022-04-20,Strong Positive,Latest Oracle Exadata servers ascend to the cloud,0.4984897632575626,2,-0.059320601764697396
AMD,2022-05-06,Strong Negative,Pave the Way for Next Wireless Breakthroughs,-0.4873655761255083,2,0.1543490125531758
AMD,2022-05-09,Strong Negative,WD Announces WD Black SN850X and P40 Game Drive,-0.617390900893079,3,0.15765208840101383
AMD,2022-05-10,Strong Positive,AMD Announces Three New Radeon RX 6000 Series Graphics Cards and First Games Adding Support for AMD FidelityFX Super Resolution 2.0,0.5772272274437038,4,0.185262713317465
AMD,2022-05-23,Strong Positive,"AMD Showcases Industry-Leading Gaming, Commercial, and Mainstream PC Technologies at COMPUTEX 2022",0.3452659549124094,3,0.054602539854875495
AMD,2022-06-01,Strong Positive,Best semiconductor ETFs in the UK 2023,1.0,1,0.0272497264870168
AMD,2022-06-06,Strong Positive,ASML engineer who fled charges of stealing chip tech is living comfortably in China as CEO of XTAL Inc.,0.3482397276801988,3,-0.0380976232941928
AMD,2022-06-09,Strong Positive,AMD unveils roadmap for next-gen Ryzen chips and Zen 5 architecture,0.5,2,-0.0819296678428582
AMD,2022-06-13,Strong Negative,"AMD Reveals Roadmap for Zen 4-based laptop CPU, Zen 5, RDNA 3, and RDNA 4",-0.5,2,-0.14831010583269438
AMD,2022-06-14,Strong Positive,Who's growing faster than Nvidia and AMD? Rising datacenter star Marvell,0.4058962494892468,2,-0.1378830447137235
AMD,2022-06-17,Strong Negative,"With Funding Stalled, Chip Makers Warn Congress the U.S. Is Lagging",-1.0,1,-0.10894930766200882
AMD,2022-06-24,Strong Positive,"Chinese DPU chip firm gains funds, unicorn status ...",1.0,1,-0.1853556314462919
AMD,2022-06-29,Strong Negative,Chip manufacturers press for federal funding as bill flails in Congress,-0.3379389752446747,3,-0.09823687720703489
AMD,2026-08-26,Strong Positive,AMD Accelerates Kodiak AI’s New Autonomous Driving Platform with EPYC Processors,0.2563525442220956,12,-0.043556005337969494
AMZN,2022-01-03,Strong Positive,Smart Water for a Smarter Home: Moen Leads the Way with Industry's First Whole-Home Connected Water Product Suite,1.0,1,-0.014434778558525905
AMZN,2022-01-06,Strong Positive,Marin Software Announces Amazon DSP Integration to Expand Amazon Advertising Solutions,0.507786947114175,4,0.013121072738931296
AMZN,2022-01-07,Strong Negative,Google loses Sonos smart speakers patent fight,-1.0,1,0.012930621353726194
AMZN,2022-01-10,Strong Negative,Amazon Delivery Drivers Sprint After Rolling Delivery Vans,-0.1828244528816067,5,0.0231471334627097
AMZN,2022-01-12,Strong Negative,Tuvalu: Strikes deal with GoDaddy to manage .tv - ABC Pacific,-0.3293557946037598,3,-0.007537175977884298
AMZN,2022-01-13,Strong Positive,What’s Changed: 2021 Gartner Magic Quadrant for Cloud Database Management Systems,0.3332587466953053,6,-0.051137861005386795
AMZN,2022-01-14,Strong Negative,"Thieves cover Union Pacific Railroad train tracks in Los Angeles with stolen cargo and packages, interrupting deliveries",-0.3505397928823235,3,-0.036380769695184
AMZN,2022-01-18,Strong Negative,Amazon reimagines in-store shopping with Amazon Style,-0.0249522723136269,5,-0.0512779754870731
AMZN,2022-01-20,Strong Positive,Amazon to open its first in-person clothing store. What we know about the new Amazon Style.,0.2389879099739323,4,-0.0438404257712302
AMZN,2022-01-24,Strong Positive,"UIP, Churchill Living acquire 300-unit apartment tower across from Amazon HQ2",0.4692188784787817,4,-0.03318350375272399
AMZN,2022-01-25,Strong Negative,Amazon Has Stopped Paying Some Workers to Quit,-1.0,3,-0.028665239052861582
AMZN,2022-01-26,Strong Positive,"Warehouse Giant Prologis to Offer More Peripheral Services, CFO Says",0.2866920980841284,4,-0.04566511798157
AMZN,2022-01-27,Strong Negative,11 Undervalued Mega-Cap Stocks to Consider,-0.1543937020855659,6,-0.07775497896995469
AMZN,2022-01-28,Strong Positive,3 reasons why Amazon should spend billions to buy Kohl's: analyst,0.4005552304705162,2,0.06163284304851413
AMZN,2022-01-31,Strong Positive,Univision cerró acuerdo con Televisa para una nueva plataforma de streaming,0.3310966064902475,3,0.10332787148090224
AMZN,2022-02-03,Strong Positive,Amazon to Raise Price of Prime Membership,0.4562977479345249,10,0.10659982993925102
AMZN,2022-02-04,Strong Positive,"Amazon notches up sunny sales, despite client shift to 'multicloud',",0.4355255923257398,7,0.08683118128598122
AMZN,2022-02-07,Strong Positive,"Amazon hiking base salary cap to $350,000 for corporate, tech workers",0.2628597732378395,6,0.09809848156431802
AMZN,2022-02-08,Strong Positive,"Amazon expanding healthcare service to 20 more cities, lands Silicon Labs, Whole Foods Market as customers",0.2354932457106177,7,0.07500789720771352
AMZN,2022-02-11,Strong Negative,"Soros Cut Stake in Big Tech Stocks Before Selloff, Added Peloton",-0.0324694184285818,7,0.13702235110868444
AMZN,2022-02-14,Strong Negative,Stanley Druckenmiller Buys Chevron as Family Offices Reveal Stock Picks,-0.0330420343991405,8,0.0085687518975899
AMZN,2022-02-15,Strong Negative,"Amazon, Walmart and JPMorgan Chase among companies relaxing employee mask mandates",-0.1224491642866128,11,-0.011494424456651199
AMZN,2022-02-16,Strong Negative,"Mindy Kaling, Amazon Publishing, and Amazon Studios Announce Mindy’s Book Studio and First-Look Deal, a New Home for Dynamic Storytelling",-0.3576522488924114,3,-0.010790073740924399
AMZN,2022-02-17,Strong Positive,Radware Acquiring SecurityDAM for $30 Million to Accelerate Cloud Security Services,1.0,3,0.012339026977454098
AMZN,2022-02-18,Strong Positive,Samsung SDS joins hands with Amazon for global cloud business,0.348514652777027,4,-0.0011766970014661978
AMZN,2022-02-22,Strong Negative,Tractor Supply Co. stock underperforms Tuesday when compared to competitors,-0.5085546605836416,4,0.002558516187848298
AMZN,2022-02-25,Strong Positive,Amazon’s India Partner Samara Capital Plans $500 Million Fund,0.4236000589580771,2,-0.0271919581317197
AMZN,2022-03-01,Strong Positive,File your taxes on time with H&R Block Deluxe and State for $33,0.3205655676538791,3,-0.058426752775047996
AMZN,2022-03-02,Strong Negative,"Amazon Closing All Bookstores, Shops to Focus on Grocery Sector",-0.1025617759502273,6,-0.0647142028973198
AMZN,2022-03-03,Strong Negative,Amazon to close Green Hills store amid nationwide move,-0.3488780604891758,4,0.010656854793341504
AMZN,2022-03-08,Strong Negative,"Starbucks, Coca-Cola, PepsiCo suspend operations in Russia; Amazon suspends web services sign-ups",-0.6210217387745506,5,0.016467817949973797
AMZN,2022-03-17,Strong Negative,Amazon closes $8.5bn deal to buy MGM movie studio,-0.1053355175137612,8,0.09073131504030629
AMZN,2022-03-21,Strong Positive,Amazon to open new Prince George’s delivery station — built for it from the ground up,0.5094128024097263,5,0.031392515202640296
AMZN,2022-03-22,Strong Positive,Sources: Amazon snaps up more industrial space in Gaston County,0.6089652847560675,7,0.022127753296170807
AMZN,2022-03-28,Strong Negative,Amazon Stock Rally Erases Losses for the Year,-0.7800396311711408,4,-0.007360678264839694
AMZN,2022-03-29,Strong Positive,AWS for Games,0.412800741909081,2,-0.014923456217531196
AMZN,2022-03-30,Strong Positive,Palo Alto Networks teams with Amazon to bring next-gen firewall service to AWS,0.291031336860883,8,-0.026898079799205603
AMZN,2022-03-31,Strong Negative,Amazon renews Prime credit card tie-up with JPMorgan Chase after flirting with American Express,-0.1561184597642839,4,-0.040784956425068804
AMZN,2022-04-01,Strong Negative,"Amazon workers in New York City vote to unionize, a first for the company",-0.193205167465409,6,-0.027123534592008905
AMZN,2022-04-05,Strong Negative,Oculus VisionTech Launches in AWS Marketplace,-0.223887355141821,4,-0.0408917232376905
AMZN,2022-04-06,Strong Positive,Global Video Streaming Market to Boost in Coming Years –,0.3935290412684503,3,-0.014405001398437502
AMZN,2022-04-07,Strong Positive,"UFC, Formula 1 and WWE could be the next acquisition targets for streaming giants",0.3295762859305863,3,-0.009435390862683302
AMZN,2022-04-12,Strong Negative,Etsy Sellers Strike as Site Ramps Up to Battle Amazon,-0.1423615336385961,8,-0.008573255205895403
AMZN,2022-04-13,Strong Positive,"IMDb TV will be renamed Amazon Freevee, says Amazon",0.2801394383688,3,-0.021620288221029505
AMZN,2022-04-18,Strong Positive,National Landing poised to pass Capital Riverfront as fastest-growing neighborhood,0.4399486189568079,5,-0.0038599904845422056
AMZN,2022-04-19,Strong Negative,RCD Is a Way to Spread Consumer Discretionary Bets,-0.192313854100377,10,-0.004778407587440504
AMZN,2022-04-21,Strong Negative,Amazon launches $1B fund to invest in supply chain technology companies,-0.1234148441831144,8,-0.005397214080380804
AMZN,2022-04-22,Strong Positive,Walmart expanding its India sourcing to $10 billion by 2027,0.3695329183286998,3,-0.112090282752148
AMZN,2022-04-25,Strong Negative,Reliance abandons plans to buy Indian retailer amid challenges,-0.0339858361767527,11,-0.1252425256180813
AMZN,2022-04-29,Strong Negative,Amazon’s biggest drop since 2006 caps dismal month for tech,-0.334751595583623,16,-0.1670155813647057
AMZN,2022-05-02,Strong Negative,Woman says Amazon.com fired her because she got 'long COVID' - lawsuit,-0.4461740735807588,4,-0.1795992058224462
AMZN,2022-05-05,Strong Negative,Tech sell-off pushes Nasdaq to steepest drop since June 2020,-0.2036777298193681,9,-0.1598322854694438
AMZN,2022-05-06,Strong Negative,Amazon fires managers at its pro-union New York City warehouse,-0.2626301463690331,5,-0.15063504139002523
AMZN,2022-05-10,Strong Negative,Prologis offers to buy Duke Realty in $23.7 billion deal as warehouse demand soars,-0.1844812065524667,4,-0.033230835064090136
AMZN,2022-05-11,Strong Negative,Rackspace CEO’s comments fuel speculation about another sale of tech company,-0.2522374563313649,8,-0.052655139150612124
AMZN,2022-05-12,Strong Negative,"Starbucks Baristas Are Unionizing, and Even Howard Schultz Can’t Make Them Stop",-0.1136739791252494,10,-0.025037365318950424
AMZN,2022-05-13,Strong Negative,"Exclusive: Maker of Walmart, Amazon store-brand baby formulas sees shortages through rest of 2022",-0.2659606062628322,4,0.005851525417404288
AMZN,2022-05-17,Strong Negative,"Amazon’s unpaid time off practices violate USERRA, class-action suit claims",-0.796643333576089,4,-0.006903565465850907
AMZN,2022-05-18,Strong Negative,"Amazon, Kong Studios Opening Offices In Santa Monica",-0.205800756341017,8,0.01630258689072659
AMZN,2022-05-19,Strong Negative,FedEx expands pilot of self-driving trucks,-0.204692656295516,5,0.0312642567675885
AMZN,2022-05-23,Strong Positive,Amazon (AMZN) Announces New Fire 7 Tablets,0.3922374584469227,8,0.044509424436989894
AMZN,2022-05-25,Strong Positive,Our verdict on the Garmin Instinct 2S GPS smartwatch,0.4994628595316913,2,0.0612657494233808
AMZN,2022-05-26,Strong Positive,Hyperion looks to slower growth for a helping hand,0.2288460272154671,5,0.0845716264225511
AMZN,2022-06-01,Strong Positive,Quantrepreneurs: Wall Street Quants Who Left Trading to Build Startups,0.2419865150800174,4,0.07462805468999702
AMZN,2022-06-03,Strong Negative,Amazon consumer CEO Dave Clark resigns,-0.2006658896883418,6,0.038390488821128506
AMZN,2022-06-07,Strong Negative,"With shares of Kansas City’s Cerner turned over, sale to Oracle will close Wednesday",-0.1951006528695956,5,-0.0011645196274845913
AMZN,2022-06-08,Strong Negative,Amazon Sued Over 'Bait-And-Switch' Whole Foods Fee,-0.5951129337586177,5,-0.020369823794423092
AMZN,2022-06-13,Strong Negative,"Drones will start delivering Amazon packages this year, company says",-0.0408905414461998,9,-0.031361400195906095
AMZN,2022-06-23,Strong Negative,Here’s how much the Jif peanut butter recall could cost parent company JM Smucker,-1.0,1,0.022890766506771902
AMZN,2022-06-24,Strong Positive,Seattle Pride’s Biggest Sponsors Also Give Big to Homophobic Politicians,0.4908215942037984,4,0.020413524149027706
AMZN,2022-06-28,Strong Positive,Kroger's automated grocery delivery warehouse opens in Pleasant Prairie,0.3213197168863876,3,0.024516967093468997
AMZN,2022-06-30,Strong Negative,"Amazon, Disney, AT&T Gave to Abortion Foes Like DeSantis While Vowing to Help Employees",-0.1208911054651421,9,0.010693245082714294
AVGO,2022-01-24,Strong Positive,"Silicon Labs Announces BG24, MG24 TinyML 2.4GHz SoCs — and Boasts of a Fourfold Performance Gain",1.0,1,0.02274066649441112
AVGO,2022-02-02,Strong Positive,VAST Data Accelerates Global Expansion Plans Across Europe and Asia,1.0,1,0.07619453830254003
AVGO,2022-02-04,Strong Positive,"Apple, Broadcom win new trial in $1.1 bln Caltech patent case",1.0,2,0.03945499720643472
AVGO,2022-02-28,Strong Positive,Intel Boosting Chipmaking With $5.4B Tower Buy,1.0,1,0.04765623452032419
AVGO,2022-03-07,Strong Positive,GLOBALFOUNDRIES ANNOUNCES NEXT GENERATION IN SILICON PHOTONICS SOLUTIONS AND COLLABORATES WITH INDUSTRY LEADERS TO ADVANCE A NEW ERA OF MORE IN THE DATA CENTER,1.0,1,0.04930737385628071
AVGO,2022-03-09,Strong Negative,CAFC Affirms ITC Denial of Broadcom’s Request for Ban on Renesas Products Under Section 337,-0.5140907123343729,2,0.06715912433582959
AVGO,2022-03-15,Strong Negative,"Webroot sues CrowdStrike, Sophos, others over alleged patent infringement",-1.0,1,-0.020050807045930093
AVGO,2022-03-22,Strong Positive,Global Navigation Satellite System Market is Projected to Hit USD 320.73 Billion in 2021-2028 | GNSS Industry Exhibit a CAGR of 9.02%,1.0,1,-0.026060182647171505
AVGO,2022-03-29,Strong Positive,Verblecon: Sophisticated New Loader Used in Low-level Attacks,0.4287512148776154,2,-0.009076745088243502
AVGO,2022-04-14,Strong Negative,"Broadcom Inc. stock falls Thursday, underperforms market",-0.5252393252985723,2,0.05658748414670109
AVGO,2022-04-18,Strong Negative,Netflix Scores as California Judge Says Broadcom’s Dynamic Resource Provisioning Patent Claim is Abstract under Alice,-1.0,1,0.04595998921519409
AVGO,2022-04-20,Strong Positive,Nvidia's GPU-powered AI is creating chips with 'better than human design',1.0,1,0.036515403693663996
AVGO,2022-05-20,Strong Positive,Coherent optics move toward interoperability,1.0,1,-0.0359913123547076
AVGO,2022-06-07,Strong Positive,Broadcom-VMware Merger Agreement Stock/Cash Election Provides Tax Advantages to VMware Shareholders,0.6208148163514681,2,-0.0016771960060651017
AVGO,2022-06-14,Strong Negative,RSA 2022: The Road to Adversary Engagement,-0.2838654614187052,3,-0.026540742515060597
AVGO,2022-06-17,Strong Negative,Broadcom's acquire-and-axe history concerns VMware users,-1.0,1,-0.06567185471504448
AVGO,2022-06-24,Strong Positive,"Chinese DPU chip firm gains funds, unicorn status ...",1.0,1,-0.0884980093347901
AVGO,2022-06-29,Strong Positive,Qualcomm’s new wi-fi 7 and RF front-end modules are gunning for 5G auto and IoT device markets,1.0,1,-0.0588873819049276
GOOGL,2022-01-04,Strong Negative,Investor Michael Seibel Explains Google’s Search Quality Decline And How It’s Creating Opportunities,-0.0660962578223153,4,-0.011595996625086799
GOOGL,2022-01-05,Strong Negative,$20 Billion In 2022: Google Pays Apple For Not Launching Its Own Search Engine?,-0.6296400536705182,2,0.00017506050326740116
GOOGL,2022-01-07,Strong Negative,Google users fume as smart speaker features disappear following Sonos patent ruling,-0.598878497896698,4,0.005490079263867198
